# {'n': 500, 'f_': [3, 5], 'mu': [8, 8], 'x': [6, 7], 'N': 2, 'y_': [11, 12], 'f': [0, 2], 'M': 3, 'y': [9, 10]}
135,1.500,1.500,2.121,0.165,0.161,0.229,0.500,0.500,1.536,-43.651,-12.448,0.048,0.218
341,0.037,0.030,6.341,0.003,0.003,0.687,0.005,0.569,1.500,-26.606,36.897,0.226,0.972
299,9.033,0.544,0.563,1.000,0.058,0.059,0.960,0.962,1.362,17.487,-10.548,0.686,0.247
272,0.371,9.273,0.223,0.040,1.000,0.023,0.985,0.025,1.299,-4.546,-7.450,0.456,0.295
145,2.029,8.134,0.049,0.224,0.877,0.004,0.996,0.156,1.000,16.664,13.455,0.678,0.614
452,2.254,7.835,0.121,0.249,0.845,0.011,0.991,0.178,0.928,-21.598,22.478,0.278,0.752
365,7.919,2.231,0.015,0.877,0.240,0.000,0.999,0.825,0.904,-22.842,26.856,0.265,0.819
297,4.301,4.509,0.047,0.476,0.486,0.003,0.995,0.485,0.817,21.507,-9.805,0.728,0.259
270,0.011,8.746,1.385,0.000,0.943,0.149,0.900,0.001,0.770,-9.064,4.761,0.409,0.481
216,0.553,7.851,2.005,0.060,0.847,0.216,0.841,0.045,0.756,-3.377,2.187,0.469,0.442
310,1.369,7.606,1.579,0.151,0.820,0.170,0.872,0.113,0.740,-12.854,9.240,0.370,0.550
254,1.189,8.017,1.363,0.131,0.864,0.146,0.894,0.094,0.736,3.199,-5.038,0.537,0.331
285,8.510,0.440,1.420,0.942,0.047,0.153,0.895,0.967,0.734,22.369,-8.058,0.737,0.285
180,8.954,0.748,0.498,0.991,0.080,0.052,0.965,0.947,0.727,9.945,7.106,0.608,0.517
333,8.045,1.039,1.469,0.891,0.112,0.158,0.886,0.918,0.725,-3.020,3.070,0.472,0.455
290,4.434,4.268,0.178,0.490,0.460,0.018,0.982,0.512,0.714,-34.884,-24.038,0.140,0.041
137,7.450,2.533,0.147,0.825,0.273,0.014,0.988,0.791,0.711,-15.026,7.938,0.347,0.530
326,4.302,4.369,0.210,0.476,0.471,0.021,0.978,0.495,0.708,19.669,-9.926,0.709,0.257
375,3.809,5.134,0.131,0.421,0.554,0.013,0.987,0.406,0.705,-23.928,33.349,0.254,0.918
207,8.791,0.438,1.055,0.973,0.047,0.113,0.924,0.968,0.704,3.856,-8.808,0.544,0.274
126,0.690,7.967,1.814,0.076,0.859,0.195,0.858,0.055,0.689,4.870,1.040,0.555,0.424
110,4.216,4.372,0.300,0.466,0.471,0.031,0.969,0.488,0.685,-9.236,-15.367,0.407,0.174
2,0.286,9.220,0.429,0.031,0.994,0.045,0.970,0.020,0.682,-2.403,-22.945,0.479,0.058
28,8.239,0.970,1.323,0.912,0.104,0.142,0.899,0.925,0.682,-9.790,-24.057,0.402,0.041
197,1.643,7.569,1.336,0.181,0.816,0.143,0.891,0.136,0.680,19.412,15.843,0.706,0.650
235,8.234,1.486,0.782,0.912,0.160,0.083,0.941,0.886,0.678,20.180,14.630,0.714,0.632
286,4.633,4.066,0.225,0.513,0.438,0.023,0.977,0.541,0.674,-15.355,16.143,0.343,0.655
313,3.089,6.583,0.085,0.341,0.710,0.008,0.993,0.279,0.671,-35.368,-19.094,0.135,0.117
98,2.046,7.572,0.839,0.226,0.816,0.089,0.932,0.168,0.667,-7.788,-15.922,0.422,0.165
358,0.285,0.270,6.012,0.031,0.029,0.651,0.042,0.517,0.667,-25.936,36.880,0.233,0.972
448,8.327,1.161,1.036,0.922,0.125,0.111,0.922,0.912,0.655,28.954,-16.686,0.806,0.154
325,1.315,1.425,2.524,0.145,0.153,0.272,0.417,0.475,0.651,-9.199,3.313,0.408,0.459
499,6.736,0.060,3.013,0.746,0.006,0.326,0.732,0.994,0.649,-11.068,-25.711,0.388,0.016
434,7.958,1.455,1.157,0.881,0.157,0.124,0.910,0.885,0.648,25.967,-16.508,0.775,0.156
464,7.350,0.012,2.658,0.814,0.001,0.287,0.779,0.999,0.647,47.527,-6.827,1.000,0.304
300,0.831,0.891,5.065,0.091,0.096,0.548,0.150,0.478,0.641,-0.294,-6.040,0.501,0.316
440,1.297,8.302,0.920,0.143,0.895,0.098,0.931,0.099,0.635,-25.216,38.651,0.241,0.999
318,1.275,8.300,0.947,0.141,0.895,0.101,0.929,0.097,0.629,-16.931,18.098,0.327,0.685
323,7.214,0.043,2.734,0.799,0.004,0.295,0.769,0.996,0.623,39.018,-19.914,0.911,0.104
123,0.103,5.175,3.789,0.011,0.558,0.410,0.598,0.013,0.622,4.203,0.188,0.548,0.411
194,7.621,0.948,1.920,0.844,0.102,0.207,0.844,0.921,0.611,-10.014,4.734,0.399,0.481
431,1.525,1.316,2.392,0.168,0.142,0.258,0.446,0.547,0.594,27.248,-15.593,0.788,0.170
3,0.465,0.506,5.767,0.051,0.054,0.625,0.076,0.474,0.578,23.062,28.725,0.745,0.847
335,0.569,7.470,2.289,0.062,0.805,0.247,0.811,0.048,0.578,41.916,-19.236,0.941,0.115
414,1.690,8.126,0.657,0.187,0.876,0.070,0.950,0.131,0.576,38.708,-15.962,0.908,0.165
236,7.077,0.088,2.801,0.783,0.009,0.303,0.760,0.992,0.575,-4.079,2.829,0.461,0.452
420,7.362,1.944,1.175,0.815,0.209,0.126,0.903,0.836,0.569,36.739,-16.679,0.887,0.154
171,0.727,0.601,5.565,0.080,0.064,0.603,0.107,0.560,0.564,20.112,20.024,0.714,0.714
398,0.043,5.905,3.453,0.004,0.637,0.373,0.663,0.005,0.557,-20.759,27.496,0.287,0.828
189,0.123,4.529,4.194,0.013,0.488,0.454,0.525,0.017,0.553,11.302,8.593,0.622,0.540
494,4.724,0.066,4.098,0.523,0.007,0.443,0.545,0.991,0.551,-45.936,-22.145,0.024,0.070
59,0.149,4.570,4.135,0.016,0.493,0.447,0.532,0.021,0.541,-44.930,-11.562,0.035,0.232
45,1.205,7.234,1.999,0.133,0.780,0.215,0.831,0.105,0.540,-47.802,-20.656,0.005,0.093
390,1.302,1.609,2.388,0.143,0.173,0.258,0.455,0.433,0.537,-23.595,30.398,0.257,0.873
16,5.526,3.481,0.344,0.611,0.375,0.036,0.967,0.642,0.536,-48.256,-23.099,0.000,0.056
30,0.904,8.625,0.888,0.099,0.930,0.095,0.935,0.067,0.534,-47.919,-23.692,0.004,0.047
411,2.676,6.939,0.511,0.296,0.748,0.054,0.956,0.234,0.534,25.502,-14.679,0.770,0.184
425,4.902,3.711,0.459,0.542,0.400,0.048,0.953,0.587,0.530,36.434,-14.765,0.884,0.183
331,3.323,5.936,0.280,0.367,0.640,0.029,0.974,0.325,0.529,41.737,-19.750,0.940,0.107
322,6.821,0.220,2.889,0.755,0.023,0.312,0.745,0.979,0.528,-26.472,38.435,0.227,0.996
56,0.921,0.861,4.990,0.101,0.093,0.540,0.158,0.521,0.526,-9.341,-21.553,0.406,0.079
147,1.263,7.199,1.975,0.139,0.776,0.213,0.832,0.111,0.526,4.597,-5.598,0.552,0.323
125,0.536,8.765,1.015,0.059,0.945,0.109,0.927,0.039,0.524,-11.244,-0.583,0.386,0.400
353,0.097,6.847,2.933,0.010,0.738,0.317,0.742,0.009,0.523,-26.779,37.588,0.224,0.983
19,0.324,8.975,0.857,0.035,0.968,0.091,0.939,0.023,0.520,22.482,28.620,0.739,0.846
24,7.844,2.151,0.316,0.868,0.232,0.033,0.975,0.830,0.515,21.813,28.664,0.732,0.846
38,0.693,0.862,5.381,0.076,0.093,0.583,0.129,0.431,0.514,-8.015,-25.685,0.420,0.016
99,0.138,5.805,3.450,0.015,0.626,0.373,0.659,0.015,0.514,-5.893,-14.551,0.442,0.186
251,0.077,6.539,3.113,0.008,0.705,0.336,0.717,0.008,0.514,13.582,-6.470,0.646,0.310
225,3.120,6.167,0.447,0.345,0.665,0.047,0.959,0.298,0.512,20.507,15.903,0.718,0.651
459,0.699,8.770,0.867,0.077,0.946,0.092,0.937,0.051,0.509,43.270,-6.572,0.956,0.308
369,4.846,3.690,0.522,0.536,0.398,0.055,0.946,0.586,0.508,40.340,-17.848,0.925,0.136
127,0.661,0.552,5.653,0.072,0.059,0.612,0.096,0.557,0.500,16.169,12.620,0.673,0.601
153,1.360,1.652,2.240,0.150,0.178,0.242,0.485,0.439,0.500,19.516,28.486,0.708,0.844
183,0.919,8.842,0.512,0.101,0.954,0.054,0.963,0.066,0.500,16.173,13.993,0.673,0.622
376,7.020,2.297,1.013,0.777,0.247,0.108,0.913,0.799,0.500,27.388,-16.438,0.790,0.157
423,6.122,2.307,1.539,0.678,0.248,0.165,0.853,0.771,0.500,38.351,-10.625,0.904,0.246
67,0.250,5.867,3.355,0.027,0.633,0.363,0.670,0.027,0.496,-43.667,-10.107,0.048,0.254
368,0.603,8.861,0.811,0.066,0.956,0.086,0.942,0.043,0.494,-15.025,13.254,0.347,0.611
412,6.633,2.620,0.868,0.734,0.282,0.093,0.923,0.760,0.493,-21.818,27.545,0.276,0.829
470,0.316,6.129,3.193,0.034,0.661,0.345,0.695,0.033,0.493,-21.877,25.888,0.275,0.804
198,6.998,2.368,0.935,0.775,0.255,0.100,0.920,0.792,0.491,-11.175,6.762,0.387,0.512
349,0.991,0.909,4.838,0.109,0.098,0.524,0.173,0.527,0.488,29.203,-13.384,0.809,0.204
296,0.268,4.692,3.932,0.029,0.506,0.425,0.557,0.036,0.487,17.135,-8.827,0.683,0.274
382,0.278,6.206,3.178,0.030,0.669,0.344,0.699,0.029,0.487,-14.506,14.409,0.352,0.629
274,5.253,0.183,3.692,0.581,0.019,0.399,0.610,0.978,0.485,-18.713,21.492,0.308,0.737
87,6.410,0.155,3.142,0.709,0.016,0.340,0.710,0.985,0.484,19.191,29.762,0.704,0.863
77,6.301,3.026,0.496,0.697,0.326,0.052,0.955,0.715,0.480,21.915,24.174,0.733,0.778
255,6.211,3.050,0.530,0.687,0.329,0.056,0.951,0.709,0.479,-12.806,-0.180,0.370,0.406
324,1.408,1.651,2.162,0.155,0.178,0.233,0.501,0.449,0.476,-35.431,-23.173,0.134,0.054
159,2.434,6.710,1.067,0.269,0.724,0.114,0.906,0.222,0.475,18.347,28.131,0.695,0.838
144,7.089,0.794,2.396,0.785,0.085,0.259,0.794,0.929,0.470,18.818,29.144,0.700,0.854
148,3.207,5.833,0.557,0.355,0.629,0.059,0.947,0.320,0.464,4.367,-5.108,0.549,0.330
467,6.408,1.901,1.831,0.709,0.205,0.197,0.830,0.816,0.463,46.177,-7.239,0.986,0.298
210,6.322,0.428,3.035,0.700,0.046,0.328,0.716,0.957,0.460,-2.671,-6.851,0.476,0.304
48,6.712,0.658,2.698,0.743,0.071,0.291,0.758,0.938,0.457,-47.004,-19.680,0.013,0.108
14,0.012,3.603,5.630,0.001,0.388,0.610,0.362,0.002,0.456,-9.377,-24.850,0.406,0.029
441,0.722,0.586,5.601,0.079,0.063,0.607,0.105,0.566,0.455,26.042,-15.505,0.776,0.172
239,4.156,0.223,4.421,0.460,0.024,0.479,0.481,0.966,0.442,-35.074,-16.749,0.138,0.153
469,6.884,1.123,2.277,0.762,0.121,0.246,0.799,0.897,0.440,33.655,-18.335,0.855,0.128
292,0.993,0.945,4.765,0.109,0.102,0.516,0.178,0.516,0.434,-14.015,12.689,0.357,0.602
453,3.795,0.101,5.121,0.420,0.011,0.555,0.406,0.983,0.430,43.213,-10.090,0.955,0.254
211,1.648,1.317,2.336,0.182,0.142,0.252,0.468,0.571,0.429,-3.579,-8.187,0.466,0.283
221,4.397,3.696,0.772,0.486,0.398,0.082,0.915,0.555,0.426,-0.866,-3.620,0.495,0.353
379,3.070,5.674,0.844,0.339,0.612,0.090,0.917,0.316,0.405,-19.821,22.705,0.297,0.755
196,5.678,1.428,2.523,0.628,0.154,0.272,0.741,0.843,0.404,-36.572,-19.263,0.122,0.114
317,6.792,1.349,2.145,0.752,0.145,0.231,0.809,0.875,0.403,24.124,-11.445,0.756,0.234
205,3.589,0.141,5.417,0.397,0.015,0.587,0.373,0.975,0.400,-2.168,-5.664,0.481,0.322
291,3.877,0.248,4.724,0.429,0.026,0.512,0.438,0.959,0.400,-13.179,10.948,0.366,0.576
68,2.503,5.990,1.380,0.277,0.646,0.148,0.867,0.252,0.398,19.478,27.348,0.707,0.826
455,2.409,6.530,1.216,0.266,0.704,0.130,0.890,0.225,0.397,42.750,-5.498,0.950,0.324
449,0.943,1.080,4.689,0.104,0.116,0.508,0.189,0.457,0.393,-17.347,27.486,0.323,0.828
450,1.655,1.463,2.096,0.183,0.157,0.226,0.517,0.539,0.389,-19.424,15.480,0.301,0.645
403,3.430,4.731,0.860,0.379,0.510,0.092,0.907,0.399,0.387,-19.952,17.184,0.295,0.671
103,4.037,0.313,4.409,0.447,0.033,0.477,0.473,0.951,0.382,-47.029,-22.666,0.013,0.062
64,1.099,0.984,4.567,0.121,0.106,0.494,0.199,0.535,0.380,-44.383,-10.171,0.040,0.253
269,3.741,3.757,1.059,0.414,0.405,0.113,0.875,0.499,0.379,-13.278,12.196,0.365,0.595
336,3.564,4.052,1.028,0.394,0.437,0.110,0.880,0.459,0.376,42.307,-20.815,0.945,0.090
112,6.026,2.856,0.935,0.667,0.308,0.100,0.911,0.718,0.375,-12.667,-1.105,0.372,0.392
17,3.926,3.584,1.067,0.434,0.386,0.114,0.874,0.529,0.371,-46.792,-16.440,0.015,0.157
177,1.765,1.722,1.943,0.195,0.185,0.209,0.575,0.508,0.370,8.869,5.812,0.596,0.497
241,1.016,1.081,4.511,0.112,0.116,0.488,0.202,0.480,0.369,1.135,-3.662,0.516,0.352
307,6.417,1.032,2.580,0.710,0.111,0.279,0.759,0.898,0.363,-9.522,1.807,0.404,0.436
399,0.397,3.660,4.721,0.043,0.394,0.511,0.422,0.069,0.362,37.651,-16.157,0.897,0.162
76,0.572,0.730,5.648,0.063,0.078,0.612,0.104,0.423,0.361,7.198,6.249,0.579,0.504
474,5.422,0.547,3.343,0.600,0.059,0.361,0.650,0.936,0.360,41.752,-16.438,0.940,0.157
94,4.083,0.388,4.239,0.452,0.042,0.459,0.489,0.940,0.357,-10.345,-1.095,0.396,0.392
165,0.957,0.699,5.415,0.105,0.075,0.587,0.137,0.598,0.353,13.426,10.285,0.644,0.566
12,2.513,6.136,1.302,0.278,0.662,0.140,0.877,0.247,0.352,-9.984,-25.089,0.400,0.025
456,0.355,3.555,4.990,0.039,0.383,0.540,0.396,0.063,0.347,43.408,-9.460,0.957,0.264
44,0.235,3.230,5.895,0.025,0.348,0.639,0.320,0.046,0.346,-4.347,-23.557,0.458,0.049
170,2.367,6.086,1.489,0.262,0.656,0.160,0.857,0.236,0.346,5.295,0.718,0.559,0.419
7,0.481,4.145,4.039,0.053,0.447,0.437,0.510,0.074,0.344,21.874,25.879,0.732,0.804
363,0.509,5.237,3.448,0.056,0.565,0.373,0.631,0.062,0.338,-18.504,20.483,0.311,0.721
1,1.944,6.197,1.879,0.215,0.668,0.202,0.821,0.194,0.333,-10.744,-26.360,0.392,0.006
25,3.732,3.680,1.100,0.413,0.397,0.118,0.868,0.504,0.328,-47.616,-18.418,0.007,0.127
89,1.817,1.675,1.954,0.201,0.180,0.211,0.574,0.526,0.327,-46.664,-17.983,0.017,0.134
337,1.687,6.317,2.074,0.186,0.681,0.224,0.804,0.166,0.325,14.056,-6.565,0.651,0.308
37,6.020,2.385,1.497,0.666,0.257,0.161,0.855,0.760,0.324,-8.527,-22.194,0.415,0.069
479,2.406,5.915,1.516,0.266,0.638,0.163,0.852,0.246,0.324,45.678,-8.404,0.981,0.280
294,0.160,2.894,6.670,0.017,0.312,0.723,0.261,0.035,0.323,-19.308,23.929,0.302,0.774
229,3.343,4.552,1.009,0.370,0.491,0.108,0.887,0.403,0.319,-3.566,-7.079,0.467,0.300
23,3.202,0.281,5.829,0.354,0.030,0.631,0.321,0.944,0.318,23.064,26.442,0.745,0.812
166,1.315,1.355,2.720,0.145,0.146,0.294,0.386,0.491,0.318,9.825,6.145,0.606,0.502
187,5.941,2.790,1.065,0.657,0.301,0.114,0.898,0.721,0.317,7.823,5.067,0.585,0.486
191,0.624,4.654,3.575,0.068,0.502,0.387,0.586,0.085,0.315,-9.085,3.833,0.409,0.467
240,0.850,1.135,4.963,0.093,0.122,0.537,0.177,0.409,0.314,-4.250,-7.869,0.459,0.288
342,0.441,3.772,4.470,0.048,0.407,0.484,0.448,0.074,0.312,22.006,-11.170,0.734,0.238
36,0.364,0.426,5.932,0.040,0.046,0.643,0.060,0.450,0.308,22.323,29.440,0.737,0.858
18,5.896,0.782,2.983,0.652,0.084,0.322,0.704,0.916,0.306,-8.280,-24.083,0.417,0.041
484,3.578,0.542,4.467,0.396,0.058,0.484,0.433,0.904,0.306,-20.117,16.020,0.294,0.653
15,3.976,3.398,1.158,0.440,0.366,0.124,0.861,0.550,0.303,22.656,25.512,0.740,0.798
345,1.432,1.223,2.995,0.158,0.132,0.324,0.357,0.550,0.303,-25.272,34.769,0.240,0.940
114,1.678,6.078,2.175,0.185,0.655,0.235,0.789,0.171,0.301,-45.873,-18.518,0.025,0.126
352,3.352,0.489,4.952,0.371,0.052,0.536,0.382,0.908,0.301,31.909,-14.451,0.837,0.188
496,0.807,5.716,3.031,0.089,0.616,0.328,0.692,0.089,0.299,-12.660,-1.025,0.372,0.393
400,5.928,2.646,1.244,0.656,0.285,0.133,0.879,0.733,0.294,41.555,-17.277,0.938,0.145
276,5.679,0.789,3.058,0.628,0.085,0.330,0.688,0.912,0.292,-15.594,17.076,0.341,0.669
396,1.839,5.591,2.171,0.203,0.603,0.234,0.775,0.202,0.292,-10.323,14.415,0.396,0.629
383,0.328,2.933,6.179,0.036,0.316,0.669,0.284,0.071,0.291,-24.515,32.517,0.248,0.905
33,2.666,0.050,7.255,0.295,0.005,0.786,0.224,0.988,0.289,22.835,27.504,0.742,0.829
482,2.932,0.203,6.507,0.324,0.022,0.705,0.270,0.956,0.286,-21.444,21.524,0.280,0.737
133,1.790,1.340,2.291,0.198,0.144,0.247,0.492,0.591,0.278,14.839,10.944,0.659,0.576
359,1.623,1.869,1.981,0.179,0.201,0.214,0.570,0.455,0.278,-26.522,35.537,0.227,0.951
478,0.618,0.845,5.607,0.068,0.091,0.607,0.117,0.402,0.278,-21.029,20.652,0.284,0.724
